Tamaño,N,Dificultad,Scramble,Iteración,Archivo,Status,Movimientos,Nodos,Tiempo_seg,RAM_KB
5x5,5,Dificil (50),50,84,tableros/5x5/Dificil_50/instancia_084.txt,Resuelto,46.0,141667.0,2.3114380836486816,9.2
5x5,5,Dificil (50),50,85,tableros/5x5/Dificil_50/instancia_085.txt,Resuelto,50.0,40170.0,0.6347758769989014,10.0
5x5,5,Dificil (50),50,86,tableros/5x5/Dificil_50/instancia_086.txt,Resuelto,44.0,1039139.0,16.692692041397095,8.8
5x5,5,Dificil (50),50,87,tableros/5x5/Dificil_50/instancia_087.txt,Resuelto,46.0,1522623.0,19.43286633491516,9.2
5x5,5,Dificil (50),50,88,tableros/5x5/Dificil_50/instancia_088.txt,Resuelto,46.0,196796.0,2.7127504348754883,9.2
5x5,5,Dificil (50),50,89,tableros/5x5/Dificil_50/instancia_089.txt,Resuelto,36.0,55448.0,0.7860374450683594,7.2
5x5,5,Dificil (50),50,90,tableros/5x5/Dificil_50/instancia_090.txt,Resuelto,50.0,101192.0,1.2376797199249268,10.0
5x5,5,Dificil (50),50,91,tableros/5x5/Dificil_50/instancia_091.txt,Resuelto,32.0,28742.0,0.40292954444885254,6.4
5x5,5,Dificil (50),50,92,tableros/5x5/Dificil_50/instancia_092.txt,Resuelto,48.0,5031641.0,73.04874968528748,9.6
5x5,5,Dificil (50),50,93,tableros/5x5/Dificil_50/instancia_093.txt,Resuelto,32.0,5561.0,0.12884020805358887,6.4
5x5,5,Dificil (50),50,94,tableros/5x5/Dificil_50/instancia_094.txt,Resuelto,36.0,221920.0,3.7321667671203613,7.2
5x5,5,Dificil (50),50,95,tableros/5x5/Dificil_50/instancia_095.txt,Resuelto,42.0,144344.0,2.3163323402404785,8.4
5x5,5,Dificil (50),50,96,tableros/5x5/Dificil_50/instancia_096.txt,Resuelto,44.0,15294.0,0.2888829708099365,8.8
5x5,5,Dificil (50),50,97,tableros/5x5/Dificil_50/instancia_097.txt,Resuelto,40.0,22424.0,0.43877172470092773,8.0
5x5,5,Dificil (50),50,98,tableros/5x5/Dificil_50/instancia_098.txt,Resuelto,48.0,36539.0,0.6253132820129395,9.6
5x5,5,Dificil (50),50,99,tableros/5x5/Dificil_50/instancia_099.txt,Resuelto,40.0,4106.0,0.1044464111328125,8.0
5x5,5,Dificil (50),50,100,tableros/5x5/Dificil_50/instancia_100.txt,Resuelto,40.0,56834.0,1.0154225826263428,8.0
6x6,6,Facil (10),10,1,tableros/6x6/Facil_10/instancia_001.txt,Resuelto,10.0,23.0,0.027415037155151367,3.1
6x6,6,Facil (10),10,2,tableros/6x6/Facil_10/instancia_002.txt,Resuelto,10.0,20.0,0.02939581871032715,3.1
6x6,6,Facil (10),10,3,tableros/6x6/Facil_10/instancia_003.txt,Resuelto,10.0,20.0,0.030533313751220703,3.1
6x6,6,Facil (10),10,4,tableros/6x6/Facil_10/instancia_004.txt,Resuelto,10.0,24.0,0.03358030319213867,3.1
6x6,6,Facil (10),10,5,tableros/6x6/Facil_10/instancia_005.txt,Resuelto,10.0,30.0,0.0352933406829834,3.1
6x6,6,Facil (10),10,6,tableros/6x6/Facil_10/instancia_006.txt,Resuelto,10.0,22.0,0.03681159019470215,3.1
6x6,6,Facil (10),10,7,tableros/6x6/Facil_10/instancia_007.txt,Resuelto,10.0,24.0,0.039025306701660156,3.1
6x6,6,Facil (10),10,8,tableros/6x6/Facil_10/instancia_008.txt,Resuelto,10.0,22.0,0.041373252868652344,3.1
6x6,6,Facil (10),10,9,tableros/6x6/Facil_10/instancia_009.txt,Resuelto,10.0,20.0,0.0426793098449707,3.1
6x6,6,Facil (10),10,10,tableros/6x6/Facil_10/instancia_010.txt,Resuelto,10.0,23.0,0.044995784759521484,3.1
6x6,6,Facil (10),10,11,tableros/6x6/Facil_10/instancia_011.txt,Resuelto,10.0,26.0,0.047066450119018555,3.1
6x6,6,Facil (10),10,12,tableros/6x6/Facil_10/instancia_012.txt,Resuelto,10.0,20.0,0.048586130142211914,3.1
6x6,6,Facil (10),10,13,tableros/6x6/Facil_10/instancia_013.txt,Resuelto,10.0,29.0,0.05011582374572754,3.1
6x6,6,Facil (10),10,14,tableros/6x6/Facil_10/instancia_014.txt,Resuelto,10.0,19.0,0.051140785217285156,3.1
6x6,6,Facil (10),10,15,tableros/6x6/Facil_10/instancia_015.txt,Resuelto,10.0,23.0,0.05380415916442871,3.1
6x6,6,Facil (10),10,16,tableros/6x6/Facil_10/instancia_016.txt,Resuelto,10.0,19.0,0.052613258361816406,3.1
6x6,6,Facil (10),10,17,tableros/6x6/Facil_10/instancia_017.txt,Resuelto,10.0,34.0,0.05255293846130371,3.1
6x6,6,Facil (10),10,18,tableros/6x6/Facil_10/instancia_018.txt,Resuelto,10.0,32.0,0.05496811866760254,3.1
6x6,6,Facil (10),10,19,tableros/6x6/Facil_10/instancia_019.txt,Resuelto,10.0,20.0,0.05686450004577637,3.1
6x6,6,Facil (10),10,20,tableros/6x6/Facil_10/instancia_020.txt,Resuelto,10.0,24.0,0.05890178680419922,3.1
6x6,6,Facil (10),10,21,tableros/6x6/Facil_10/instancia_021.txt,Resuelto,10.0,20.0,0.05767512321472168,3.1
6x6,6,Facil (10),10,22,tableros/6x6/Facil_10/instancia_022.txt,Resuelto,10.0,18.0,0.057945966720581055,3.1
6x6,6,Facil (10),10,23,tableros/6x6/Facil_10/instancia_023.txt,Resuelto,10.0,20.0,0.057282447814941406,3.1
6x6,6,Facil (10),10,24,tableros/6x6/Facil_10/instancia_024.txt,Resuelto,10.0,22.0,0.06116914749145508,3.1
6x6,6,Facil (10),10,25,tableros/6x6/Facil_10/instancia_025.txt,Resuelto,10.0,19.0,0.06291556358337402,3.1
6x6,6,Facil (10),10,26,tableros/6x6/Facil_10/instancia_026.txt,Resuelto,10.0,75.0,0.06726837158203125,3.1
6x6,6,Facil (10),10,27,tableros/6x6/Facil_10/instancia_027.txt,Resuelto,10.0,23.0,0.06364703178405762,3.1
6x6,6,Facil (10),10,28,tableros/6x6/Facil_10/instancia_028.txt,Resuelto,10.0,19.0,0.06265377998352051,3.1
6x6,6,Facil (10),10,29,tableros/6x6/Facil_10/instancia_029.txt,Resuelto,10.0,18.0,0.06412696838378906,3.1
6x6,6,Facil (10),10,30,tableros/6x6/Facil_10/instancia_030.txt,Resuelto,10.0,46.0,0.06758689880371094,3.1
6x6,6,Facil (10),10,31,tableros/6x6/Facil_10/instancia_031.txt,Resuelto,10.0,20.0,0.06295251846313477,3.1
6x6,6,Facil (10),10,32,tableros/6x6/Facil_10/instancia_032.txt,Resuelto,10.0,23.0,0.06256771087646484,3.1
6x6,6,Facil (10),10,33,tableros/6x6/Facil_10/instancia_033.txt,Resuelto,10.0,20.0,0.06195354461669922,3.1
6x6,6,Facil (10),10,34,tableros/6x6/Facil_10/instancia_034.txt,Resuelto,10.0,21.0,0.061855316162109375,3.1
6x6,6,Facil (10),10,35,tableros/6x6/Facil_10/instancia_035.txt,Resuelto,10.0,28.0,0.06194615364074707,3.1
6x6,6,Facil (10),10,36,tableros/6x6/Facil_10/instancia_036.txt,Resuelto,10.0,30.0,0.06340646743774414,3.1
6x6,6,Facil (10),10,37,tableros/6x6/Facil_10/instancia_037.txt,Resuelto,10.0,19.0,0.06093430519104004,3.1
6x6,6,Facil (10),10,38,tableros/6x6/Facil_10/instancia_038.txt,Resuelto,10.0,16.0,0.0608057975769043,3.1
6x6,6,Facil (10),10,39,tableros/6x6/Facil_10/instancia_039.txt,Resuelto,10.0,20.0,0.06437492370605469,3.1
6x6,6,Facil (10),10,40,tableros/6x6/Facil_10/instancia_040.txt,Resuelto,10.0,20.0,0.06949305534362793,3.1
6x6,6,Facil (10),10,41,tableros/6x6/Facil_10/instancia_041.txt,Resuelto,10.0,21.0,0.06319570541381836,3.1
6x6,6,Facil (10),10,42,tableros/6x6/Facil_10/instancia_042.txt,Resuelto,10.0,58.0,0.06663703918457031,3.1
6x6,6,Facil (10),10,43,tableros/6x6/Facil_10/instancia_043.txt,Resuelto,10.0,28.0,0.07049417495727539,3.1
6x6,6,Facil (10),10,44,tableros/6x6/Facil_10/instancia_044.txt,Resuelto,10.0,19.0,0.06364774703979492,3.1
6x6,6,Facil (10),10,45,tableros/6x6/Facil_10/instancia_045.txt,Resuelto,10.0,16.0,0.06342267990112305,3.1
6x6,6,Facil (10),10,46,tableros/6x6/Facil_10/instancia_046.txt,Resuelto,10.0,39.0,0.06407713890075684,3.1
6x6,6,Facil (10),10,47,tableros/6x6/Facil_10/instancia_047.txt,Resuelto,10.0,18.0,0.06239748001098633,3.1
6x6,6,Facil (10),10,48,tableros/6x6/Facil_10/instancia_048.txt,Resuelto,10.0,21.0,0.08798575401306152,3.1
6x6,6,Facil (10),10,49,tableros/6x6/Facil_10/instancia_049.txt,Resuelto,10.0,45.0,0.0666799545288086,3.1
6x6,6,Facil (10),10,50,tableros/6x6/Facil_10/instancia_050.txt,Resuelto,10.0,17.0,0.06315493583679199,3.1
6x6,6,Facil (10),10,51,tableros/6x6/Facil_10/instancia_051.txt,Resuelto,10.0,21.0,0.0637965202331543,3.1
6x6,6,Facil (10),10,52,tableros/6x6/Facil_10/instancia_052.txt,Resuelto,10.0,26.0,0.06456542015075684,3.1
6x6,6,Facil (10),10,53,tableros/6x6/Facil_10/instancia_053.txt,Resuelto,10.0,43.0,0.06516504287719727,3.1
6x6,6,Facil (10),10,54,tableros/6x6/Facil_10/instancia_054.txt,Resuelto,8.0,17.0,0.0633234977722168,2.5
6x6,6,Facil (10),10,55,tableros/6x6/Facil_10/instancia_055.txt,Resuelto,10.0,61.0,0.06615209579467773,3.1
6x6,6,Facil (10),10,56,tableros/6x6/Facil_10/instancia_056.txt,Resuelto,10.0,18.0,0.06606316566467285,3.1
6x6,6,Facil (10),10,57,tableros/6x6/Facil_10/instancia_057.txt,Resuelto,10.0,47.0,0.07624149322509766,3.1
6x6,6,Facil (10),10,58,tableros/6x6/Facil_10/instancia_058.txt,Resuelto,10.0,64.0,0.0729224681854248,3.1
6x6,6,Facil (10),10,59,tableros/6x6/Facil_10/instancia_059.txt,Resuelto,10.0,25.0,0.06709170341491699,3.1
6x6,6,Facil (10),10,60,tableros/6x6/Facil_10/instancia_060.txt,Resuelto,10.0,19.0,0.0649871826171875,3.1
6x6,6,Facil (10),10,61,tableros/6x6/Facil_10/instancia_061.txt,Resuelto,10.0,58.0,0.06661510467529297,3.1
6x6,6,Facil (10),10,62,tableros/6x6/Facil_10/instancia_062.txt,Resuelto,10.0,21.0,0.06437873840332031,3.1
6x6,6,Facil (10),10,63,tableros/6x6/Facil_10/instancia_063.txt,Resuelto,10.0,23.0,0.07149815559387207,3.1
6x6,6,Facil (10),10,64,tableros/6x6/Facil_10/instancia_064.txt,Resuelto,10.0,20.0,0.08973503112792969,3.1
6x6,6,Facil (10),10,65,tableros/6x6/Facil_10/instancia_065.txt,Resuelto,10.0,18.0,0.06756711006164551,3.1
6x6,6,Facil (10),10,66,tableros/6x6/Facil_10/instancia_066.txt,Resuelto,10.0,21.0,0.07510972023010254,3.1
6x6,6,Facil (10),10,67,tableros/6x6/Facil_10/instancia_067.txt,Resuelto,10.0,45.0,0.06395936012268066,3.1
6x6,6,Facil (10),10,68,tableros/6x6/Facil_10/instancia_068.txt,Resuelto,10.0,21.0,0.06492304801940918,3.1
6x6,6,Facil (10),10,69,tableros/6x6/Facil_10/instancia_069.txt,Resuelto,10.0,59.0,0.07303118705749512,3.1
6x6,6,Facil (10),10,70,tableros/6x6/Facil_10/instancia_070.txt,Resuelto,10.0,37.0,0.07007884979248047,3.1
6x6,6,Facil (10),10,71,tableros/6x6/Facil_10/instancia_071.txt,Resuelto,10.0,19.0,0.06614804267883301,3.1
6x6,6,Facil (10),10,72,tableros/6x6/Facil_10/instancia_072.txt,Resuelto,10.0,20.0,0.06313514709472656,3.1
6x6,6,Facil (10),10,73,tableros/6x6/Facil_10/instancia_073.txt,Resuelto,10.0,23.0,0.06378650665283203,3.1
6x6,6,Facil (10),10,74,tableros/6x6/Facil_10/instancia_074.txt,Resuelto,8.0,17.0,0.06340646743774414,2.5
6x6,6,Facil (10),10,75,tableros/6x6/Facil_10/instancia_075.txt,Resuelto,10.0,16.0,0.06592965126037598,3.1
6x6,6,Facil (10),10,76,tableros/6x6/Facil_10/instancia_076.txt,Resuelto,10.0,22.0,0.06456661224365234,3.1
6x6,6,Facil (10),10,77,tableros/6x6/Facil_10/instancia_077.txt,Resuelto,10.0,38.0,0.0651102066040039,3.1
6x6,6,Facil (10),10,78,tableros/6x6/Facil_10/instancia_078.txt,Resuelto,10.0,22.0,0.06961297988891602,3.1
6x6,6,Facil (10),10,79,tableros/6x6/Facil_10/instancia_079.txt,Resuelto,10.0,19.0,0.06833839416503906,3.1
6x6,6,Facil (10),10,80,tableros/6x6/Facil_10/instancia_080.txt,Resuelto,10.0,20.0,0.06272578239440918,3.1
6x6,6,Facil (10),10,81,tableros/6x6/Facil_10/instancia_081.txt,Resuelto,10.0,21.0,0.06192827224731445,3.1
6x6,6,Facil (10),10,82,tableros/6x6/Facil_10/instancia_082.txt,Resuelto,10.0,24.0,0.06356000900268555,3.1
6x6,6,Facil (10),10,83,tableros/6x6/Facil_10/instancia_083.txt,Resuelto,10.0,21.0,0.06323003768920898,3.1
6x6,6,Facil (10),10,84,tableros/6x6/Facil_10/instancia_084.txt,Resuelto,10.0,23.0,0.10152125358581543,3.1
6x6,6,Facil (10),10,85,tableros/6x6/Facil_10/instancia_085.txt,Resuelto,10.0,22.0,0.06940960884094238,3.1
6x6,6,Facil (10),10,86,tableros/6x6/Facil_10/instancia_086.txt,Resuelto,10.0,16.0,0.06855010986328125,3.1
6x6,6,Facil (10),10,87,tableros/6x6/Facil_10/instancia_087.txt,Resuelto,10.0,62.0,0.0651388168334961,3.1
6x6,6,Facil (10),10,88,tableros/6x6/Facil_10/instancia_088.txt,Resuelto,10.0,18.0,0.06430983543395996,3.1
6x6,6,Facil (10),10,89,tableros/6x6/Facil_10/instancia_089.txt,Resuelto,10.0,19.0,0.062456607818603516,3.1
6x6,6,Facil (10),10,90,tableros/6x6/Facil_10/instancia_090.txt,Resuelto,10.0,26.0,0.06337189674377441,3.1
6x6,6,Facil (10),10,91,tableros/6x6/Facil_10/instancia_091.txt,Resuelto,10.0,23.0,0.06148552894592285,3.1
6x6,6,Facil (10),10,92,tableros/6x6/Facil_10/instancia_092.txt,Resuelto,10.0,22.0,0.06333756446838379,3.1
6x6,6,Facil (10),10,93,tableros/6x6/Facil_10/instancia_093.txt,Resuelto,10.0,20.0,0.06287002563476562,3.1
6x6,6,Facil (10),10,94,tableros/6x6/Facil_10/instancia_094.txt,Resuelto,10.0,37.0,0.06969976425170898,3.1
6x6,6,Facil (10),10,95,tableros/6x6/Facil_10/instancia_095.txt,Resuelto,10.0,23.0,0.0637047290802002,3.1
6x6,6,Facil (10),10,96,tableros/6x6/Facil_10/instancia_096.txt,Resuelto,10.0,15.0,0.08656907081604004,3.1
6x6,6,Facil (10),10,97,tableros/6x6/Facil_10/instancia_097.txt,Resuelto,10.0,22.0,0.06678009033203125,3.1
6x6,6,Facil (10),10,98,tableros/6x6/Facil_10/instancia_098.txt,Resuelto,10.0,19.0,0.06627678871154785,3.1
6x6,6,Facil (10),10,99,tableros/6x6/Facil_10/instancia_099.txt,Resuelto,10.0,24.0,0.06358718872070312,3.1
6x6,6,Facil (10),10,100,tableros/6x6/Facil_10/instancia_100.txt,Resuelto,10.0,16.0,0.06411314010620117,3.1
6x6,6,Medio (20),20,1,tableros/6x6/Medio_20/instancia_001.txt,Resuelto,20.0,53.0,0.06470370292663574,5.9
6x6,6,Medio (20),20,2,tableros/6x6/Medio_20/instancia_002.txt,Resuelto,20.0,39.0,0.06901860237121582,5.9
6x6,6,Medio (20),20,3,tableros/6x6/Medio_20/instancia_003.txt,Resuelto,20.0,55.0,0.07125997543334961,5.9
6x6,6,Medio (20),20,4,tableros/6x6/Medio_20/instancia_004.txt,Resuelto,20.0,95.0,0.07425618171691895,5.9
6x6,6,Medio (20),20,5,tableros/6x6/Medio_20/instancia_005.txt,Resuelto,18.0,29.0,0.06386041641235352,5.3
6x6,6,Medio (20),20,6,tableros/6x6/Medio_20/instancia_006.txt,Resuelto,20.0,51.0,0.06474852561950684,5.9
6x6,6,Medio (20),20,7,tableros/6x6/Medio_20/instancia_007.txt,Resuelto,20.0,439.0,0.09054684638977051,5.9
6x6,6,Medio (20),20,8,tableros/6x6/Medio_20/instancia_008.txt,Resuelto,20.0,42.0,0.06584787368774414,5.9
6x6,6,Medio (20),20,9,tableros/6x6/Medio_20/instancia_009.txt,Resuelto,20.0,40.0,0.06469082832336426,5.9
6x6,6,Medio (20),20,10,tableros/6x6/Medio_20/instancia_010.txt,Resuelto,20.0,40.0,0.06337547302246094,5.9
6x6,6,Medio (20),20,11,tableros/6x6/Medio_20/instancia_011.txt,Resuelto,20.0,32.0,0.06474566459655762,5.9
6x6,6,Medio (20),20,12,tableros/6x6/Medio_20/instancia_012.txt,Resuelto,20.0,212.0,0.0735783576965332,5.9
6x6,6,Medio (20),20,13,tableros/6x6/Medio_20/instancia_013.txt,Resuelto,16.0,167.0,0.07451677322387695,4.8
6x6,6,Medio (20),20,14,tableros/6x6/Medio_20/instancia_014.txt,Resuelto,20.0,267.0,0.0849308967590332,5.9
6x6,6,Medio (20),20,15,tableros/6x6/Medio_20/instancia_015.txt,Resuelto,20.0,37.0,0.06455159187316895,5.9
6x6,6,Medio (20),20,16,tableros/6x6/Medio_20/instancia_016.txt,Resuelto,20.0,485.0,0.09250640869140625,5.9
6x6,6,Medio (20),20,17,tableros/6x6/Medio_20/instancia_017.txt,Resuelto,20.0,42.0,0.06470036506652832,5.9
6x6,6,Medio (20),20,18,tableros/6x6/Medio_20/instancia_018.txt,Resuelto,20.0,71.0,0.06783413887023926,5.9
6x6,6,Medio (20),20,19,tableros/6x6/Medio_20/instancia_019.txt,Resuelto,18.0,95.0,0.07412075996398926,5.3
6x6,6,Medio (20),20,20,tableros/6x6/Medio_20/instancia_020.txt,Resuelto,20.0,374.0,0.08762145042419434,5.9
6x6,6,Medio (20),20,21,tableros/6x6/Medio_20/instancia_021.txt,Resuelto,20.0,37.0,0.06385445594787598,5.9
6x6,6,Medio (20),20,22,tableros/6x6/Medio_20/instancia_022.txt,Resuelto,20.0,74.0,0.06696963310241699,5.9
6x6,6,Medio (20),20,23,tableros/6x6/Medio_20/instancia_023.txt,Resuelto,20.0,581.0,0.09969615936279297,5.9
6x6,6,Medio (20),20,24,tableros/6x6/Medio_20/instancia_024.txt,Resuelto,20.0,40.0,0.06424975395202637,5.9
6x6,6,Medio (20),20,25,tableros/6x6/Medio_20/instancia_025.txt,Resuelto,18.0,189.0,0.07360434532165527,5.3
6x6,6,Medio (20),20,26,tableros/6x6/Medio_20/instancia_026.txt,Resuelto,12.0,30.0,0.06619429588317871,3.7
6x6,6,Medio (20),20,27,tableros/6x6/Medio_20/instancia_027.txt,Resuelto,20.0,71.0,0.06654739379882812,5.9
6x6,6,Medio (20),20,28,tableros/6x6/Medio_20/instancia_028.txt,Resuelto,20.0,317.0,0.08200359344482422,5.9
6x6,6,Medio (20),20,29,tableros/6x6/Medio_20/instancia_029.txt,Resuelto,20.0,106.0,0.06800436973571777,5.9
6x6,6,Medio (20),20,30,tableros/6x6/Medio_20/instancia_030.txt,Resuelto,20.0,150.0,0.07125210762023926,5.9
6x6,6,Medio (20),20,31,tableros/6x6/Medio_20/instancia_031.txt,Resuelto,20.0,39.0,0.06384921073913574,5.9
6x6,6,Medio (20),20,32,tableros/6x6/Medio_20/instancia_032.txt,Resuelto,20.0,189.0,0.07273507118225098,5.9
6x6,6,Medio (20),20,33,tableros/6x6/Medio_20/instancia_033.txt,Resuelto,20.0,104.0,0.068145751953125,5.9
6x6,6,Medio (20),20,34,tableros/6x6/Medio_20/instancia_034.txt,Resuelto,20.0,2082.0,0.19808387756347656,5.9
6x6,6,Medio (20),20,35,tableros/6x6/Medio_20/instancia_035.txt,Resuelto,18.0,36.0,0.06400871276855469,5.3
6x6,6,Medio (20),20,36,tableros/6x6/Medio_20/instancia_036.txt,Resuelto,16.0,30.0,0.06403422355651855,4.8
6x6,6,Medio (20),20,37,tableros/6x6/Medio_20/instancia_037.txt,Resuelto,14.0,150.0,0.07255983352661133,4.2
6x6,6,Medio (20),20,38,tableros/6x6/Medio_20/instancia_038.txt,Resuelto,20.0,47.0,0.06027650833129883,5.9
6x6,6,Medio (20),20,39,tableros/6x6/Medio_20/instancia_039.txt,Resuelto,18.0,89.0,0.06023693084716797,5.3
6x6,6,Medio (20),20,40,tableros/6x6/Medio_20/instancia_040.txt,Resuelto,16.0,123.0,0.06304144859313965,4.8
6x6,6,Medio (20),20,41,tableros/6x6/Medio_20/instancia_041.txt,Resuelto,20.0,348.0,0.07708930969238281,5.9
6x6,6,Medio (20),20,42,tableros/6x6/Medio_20/instancia_042.txt,Resuelto,12.0,23.0,0.059216976165771484,3.7
6x6,6,Medio (20),20,43,tableros/6x6/Medio_20/instancia_043.txt,Resuelto,20.0,91.0,0.06201887130737305,5.9
6x6,6,Medio (20),20,44,tableros/6x6/Medio_20/instancia_044.txt,Resuelto,20.0,43.0,0.058007240295410156,5.9
6x6,6,Medio (20),20,45,tableros/6x6/Medio_20/instancia_045.txt,Resuelto,18.0,154.0,0.06452512741088867,5.3
6x6,6,Medio (20),20,46,tableros/6x6/Medio_20/instancia_046.txt,Resuelto,20.0,41.0,0.058277130126953125,5.9
6x6,6,Medio (20),20,47,tableros/6x6/Medio_20/instancia_047.txt,Resuelto,20.0,224.0,0.06810522079467773,5.9
6x6,6,Medio (20),20,48,tableros/6x6/Medio_20/instancia_048.txt,Resuelto,18.0,557.0,0.08828926086425781,5.3
6x6,6,Medio (20),20,49,tableros/6x6/Medio_20/instancia_049.txt,Resuelto,20.0,40.0,0.05854320526123047,5.9
6x6,6,Medio (20),20,50,tableros/6x6/Medio_20/instancia_050.txt,Resuelto,20.0,244.0,0.07008910179138184,5.9
6x6,6,Medio (20),20,51,tableros/6x6/Medio_20/instancia_051.txt,Resuelto,20.0,336.0,0.07761430740356445,5.9
6x6,6,Medio (20),20,52,tableros/6x6/Medio_20/instancia_052.txt,Resuelto,20.0,34.0,0.05802273750305176,5.9
6x6,6,Medio (20),20,53,tableros/6x6/Medio_20/instancia_053.txt,Resuelto,20.0,166.0,0.06490015983581543,5.9
6x6,6,Medio (20),20,54,tableros/6x6/Medio_20/instancia_054.txt,Resuelto,18.0,113.0,0.0675959587097168,5.3
6x6,6,Medio (20),20,55,tableros/6x6/Medio_20/instancia_055.txt,Resuelto,20.0,80.0,0.06711387634277344,5.9
6x6,6,Medio (20),20,56,tableros/6x6/Medio_20/instancia_056.txt,Resuelto,20.0,64.0,0.06561875343322754,5.9
6x6,6,Medio (20),20,57,tableros/6x6/Medio_20/instancia_057.txt,Resuelto,20.0,92.0,0.06600809097290039,5.9
6x6,6,Medio (20),20,58,tableros/6x6/Medio_20/instancia_058.txt,Resuelto,20.0,125.0,0.06732678413391113,5.9
6x6,6,Medio (20),20,59,tableros/6x6/Medio_20/instancia_059.txt,Resuelto,20.0,68.0,0.0598752498626709,5.9
6x6,6,Medio (20),20,60,tableros/6x6/Medio_20/instancia_060.txt,Resuelto,20.0,39.0,0.059572458267211914,5.9
6x6,6,Medio (20),20,61,tableros/6x6/Medio_20/instancia_061.txt,Resuelto,18.0,99.0,0.06917476654052734,5.3
6x6,6,Medio (20),20,62,tableros/6x6/Medio_20/instancia_062.txt,Resuelto,20.0,43.0,0.06381368637084961,5.9
6x6,6,Medio (20),20,63,tableros/6x6/Medio_20/instancia_063.txt,Resuelto,20.0,162.0,0.07131528854370117,5.9
6x6,6,Medio (20),20,64,tableros/6x6/Medio_20/instancia_064.txt,Resuelto,20.0,527.0,0.08736658096313477,5.9
6x6,6,Medio (20),20,65,tableros/6x6/Medio_20/instancia_065.txt,Resuelto,20.0,103.0,0.06292104721069336,5.9
6x6,6,Medio (20),20,66,tableros/6x6/Medio_20/instancia_066.txt,Resuelto,20.0,38.0,0.05868887901306152,5.9
6x6,6,Medio (20),20,67,tableros/6x6/Medio_20/instancia_067.txt,Resuelto,20.0,39.0,0.05833601951599121,5.9
6x6,6,Medio (20),20,68,tableros/6x6/Medio_20/instancia_068.txt,Resuelto,20.0,32.0,0.05897855758666992,5.9
6x6,6,Medio (20),20,69,tableros/6x6/Medio_20/instancia_069.txt,Resuelto,20.0,146.0,0.06669306755065918,5.9
6x6,6,Medio (20),20,70,tableros/6x6/Medio_20/instancia_070.txt,Resuelto,20.0,38.0,0.05724048614501953,5.9
6x6,6,Medio (20),20,71,tableros/6x6/Medio_20/instancia_071.txt,Resuelto,20.0,42.0,0.05922818183898926,5.9
6x6,6,Medio (20),20,72,tableros/6x6/Medio_20/instancia_072.txt,Resuelto,20.0,239.0,0.07104969024658203,5.9
6x6,6,Medio (20),20,73,tableros/6x6/Medio_20/instancia_073.txt,Resuelto,18.0,198.0,0.0695948600769043,5.3
6x6,6,Medio (20),20,74,tableros/6x6/Medio_20/instancia_074.txt,Resuelto,20.0,132.0,0.07231926918029785,5.9
6x6,6,Medio (20),20,75,tableros/6x6/Medio_20/instancia_075.txt,Resuelto,20.0,103.0,0.06731510162353516,5.9
6x6,6,Medio (20),20,76,tableros/6x6/Medio_20/instancia_076.txt,Resuelto,20.0,32.0,0.06343483924865723,5.9
6x6,6,Medio (20),20,77,tableros/6x6/Medio_20/instancia_077.txt,Resuelto,20.0,66.0,0.06437277793884277,5.9
6x6,6,Medio (20),20,78,tableros/6x6/Medio_20/instancia_078.txt,Resuelto,20.0,161.0,0.06999921798706055,5.9
6x6,6,Medio (20),20,79,tableros/6x6/Medio_20/instancia_079.txt,Resuelto,20.0,31.0,0.06028866767883301,5.9
6x6,6,Medio (20),20,80,tableros/6x6/Medio_20/instancia_080.txt,Resuelto,16.0,75.0,0.06067609786987305,4.8
6x6,6,Medio (20),20,81,tableros/6x6/Medio_20/instancia_081.txt,Resuelto,18.0,57.0,0.06953954696655273,5.3
6x6,6,Medio (20),20,82,tableros/6x6/Medio_20/instancia_082.txt,Resuelto,20.0,156.0,0.06395578384399414,5.9
6x6,6,Medio (20),20,83,tableros/6x6/Medio_20/instancia_083.txt,Resuelto,20.0,38.0,0.057634830474853516,5.9
6x6,6,Medio (20),20,84,tableros/6x6/Medio_20/instancia_084.txt,Resuelto,20.0,36.0,0.0638129711151123,5.9
6x6,6,Medio (20),20,85,tableros/6x6/Medio_20/instancia_085.txt,Resuelto,18.0,75.0,0.0651857852935791,5.3
6x6,6,Medio (20),20,86,tableros/6x6/Medio_20/instancia_086.txt,Resuelto,20.0,128.0,0.06984758377075195,5.9
6x6,6,Medio (20),20,87,tableros/6x6/Medio_20/instancia_087.txt,Resuelto,20.0,697.0,0.09817385673522949,5.9
6x6,6,Medio (20),20,88,tableros/6x6/Medio_20/instancia_088.txt,Resuelto,18.0,61.0,0.06058144569396973,5.3
6x6,6,Medio (20),20,89,tableros/6x6/Medio_20/instancia_089.txt,Resuelto,16.0,32.0,0.06038403511047363,4.8
6x6,6,Medio (20),20,90,tableros/6x6/Medio_20/instancia_090.txt,Resuelto,18.0,71.0,0.0667264461517334,5.3
6x6,6,Medio (20),20,91,tableros/6x6/Medio_20/instancia_091.txt,Resuelto,20.0,92.0,0.06630277633666992,5.9
6x6,6,Medio (20),20,92,tableros/6x6/Medio_20/instancia_092.txt,Resuelto,20.0,192.0,0.07204604148864746,5.9
6x6,6,Medio (20),20,93,tableros/6x6/Medio_20/instancia_093.txt,Resuelto,18.0,57.0,0.05981588363647461,5.3
