Tamaño,N,Dificultad,Scramble,Iteración,Archivo,Status,Movimientos,Nodos,Tiempo_seg,RAM_KB
4x4,4,Medio (20),20,29,tableros/4x4/Medio_20/instancia_029.txt,Resuelto,20.0,367.0,0.07315564155578613,2.6
4x4,4,Medio (20),20,30,tableros/4x4/Medio_20/instancia_030.txt,Resuelto,20.0,45.0,0.09262394905090332,2.6
4x4,4,Medio (20),20,31,tableros/4x4/Medio_20/instancia_031.txt,Resuelto,20.0,708.0,0.08276009559631348,2.6
4x4,4,Medio (20),20,32,tableros/4x4/Medio_20/instancia_032.txt,Resuelto,16.0,42.0,0.06169009208679199,2.1
4x4,4,Medio (20),20,33,tableros/4x4/Medio_20/instancia_033.txt,Resuelto,20.0,169.0,0.06427001953125,2.6
4x4,4,Medio (20),20,34,tableros/4x4/Medio_20/instancia_034.txt,Resuelto,16.0,216.0,0.06863188743591309,2.1
4x4,4,Medio (20),20,35,tableros/4x4/Medio_20/instancia_035.txt,Resuelto,18.0,423.0,0.07771706581115723,2.4
4x4,4,Medio (20),20,36,tableros/4x4/Medio_20/instancia_036.txt,Resuelto,20.0,94.0,0.06783771514892578,2.6
4x4,4,Medio (20),20,37,tableros/4x4/Medio_20/instancia_037.txt,Resuelto,18.0,169.0,0.06547284126281738,2.4
4x4,4,Medio (20),20,38,tableros/4x4/Medio_20/instancia_038.txt,Resuelto,16.0,81.0,0.07042551040649414,2.1
4x4,4,Medio (20),20,39,tableros/4x4/Medio_20/instancia_039.txt,Resuelto,20.0,529.0,0.08262825012207031,2.6
4x4,4,Medio (20),20,40,tableros/4x4/Medio_20/instancia_040.txt,Resuelto,20.0,41.0,0.07821226119995117,2.6
4x4,4,Medio (20),20,41,tableros/4x4/Medio_20/instancia_041.txt,Resuelto,18.0,313.0,0.06930208206176758,2.4
4x4,4,Medio (20),20,42,tableros/4x4/Medio_20/instancia_042.txt,Resuelto,20.0,164.0,0.06530117988586426,2.6
4x4,4,Medio (20),20,43,tableros/4x4/Medio_20/instancia_043.txt,Resuelto,18.0,98.0,0.06653428077697754,2.4
4x4,4,Medio (20),20,44,tableros/4x4/Medio_20/instancia_044.txt,Resuelto,20.0,608.0,0.08157682418823242,2.6
4x4,4,Medio (20),20,45,tableros/4x4/Medio_20/instancia_045.txt,Resuelto,20.0,70.0,0.06262612342834473,2.6
4x4,4,Medio (20),20,46,tableros/4x4/Medio_20/instancia_046.txt,Resuelto,20.0,1237.0,0.09477066993713379,2.6
4x4,4,Medio (20),20,47,tableros/4x4/Medio_20/instancia_047.txt,Resuelto,6.0,14.0,0.06267213821411133,0.9
4x4,4,Medio (20),20,48,tableros/4x4/Medio_20/instancia_048.txt,Resuelto,20.0,408.0,0.07266068458557129,2.6
4x4,4,Medio (20),20,49,tableros/4x4/Medio_20/instancia_049.txt,Resuelto,20.0,2188.0,0.12578415870666504,2.6
4x4,4,Medio (20),20,50,tableros/4x4/Medio_20/instancia_050.txt,Resuelto,20.0,82.0,0.06318521499633789,2.6
4x4,4,Medio (20),20,51,tableros/4x4/Medio_20/instancia_051.txt,Resuelto,18.0,191.0,0.06744694709777832,2.4
4x4,4,Medio (20),20,52,tableros/4x4/Medio_20/instancia_052.txt,Resuelto,20.0,304.0,0.07201504707336426,2.6
4x4,4,Medio (20),20,53,tableros/4x4/Medio_20/instancia_053.txt,Resuelto,20.0,567.0,0.07831454277038574,2.6
4x4,4,Medio (20),20,54,tableros/4x4/Medio_20/instancia_054.txt,Resuelto,20.0,117.0,0.06471991539001465,2.6
4x4,4,Medio (20),20,55,tableros/4x4/Medio_20/instancia_055.txt,Resuelto,10.0,20.0,0.0617213249206543,1.4
4x4,4,Medio (20),20,56,tableros/4x4/Medio_20/instancia_056.txt,Resuelto,18.0,40.0,0.07044863700866699,2.4
4x4,4,Medio (20),20,57,tableros/4x4/Medio_20/instancia_057.txt,Resuelto,18.0,633.0,0.08605623245239258,2.4
4x4,4,Medio (20),20,58,tableros/4x4/Medio_20/instancia_058.txt,Resuelto,20.0,1532.0,0.10645723342895508,2.6
4x4,4,Medio (20),20,59,tableros/4x4/Medio_20/instancia_059.txt,Resuelto,20.0,1916.0,0.11968660354614258,2.6
4x4,4,Medio (20),20,60,tableros/4x4/Medio_20/instancia_060.txt,Resuelto,18.0,53.0,0.06547856330871582,2.4
4x4,4,Medio (20),20,61,tableros/4x4/Medio_20/instancia_061.txt,Resuelto,14.0,25.0,0.06653761863708496,1.9
4x4,4,Medio (20),20,62,tableros/4x4/Medio_20/instancia_062.txt,Resuelto,18.0,30.0,0.06594276428222656,2.4
4x4,4,Medio (20),20,63,tableros/4x4/Medio_20/instancia_063.txt,Resuelto,16.0,134.0,0.06662249565124512,2.1
4x4,4,Medio (20),20,64,tableros/4x4/Medio_20/instancia_064.txt,Resuelto,20.0,73.0,0.06442809104919434,2.6
4x4,4,Medio (20),20,65,tableros/4x4/Medio_20/instancia_065.txt,Resuelto,16.0,280.0,0.07082819938659668,2.1
4x4,4,Medio (20),20,66,tableros/4x4/Medio_20/instancia_066.txt,Resuelto,14.0,29.0,0.06172966957092285,1.9
4x4,4,Medio (20),20,67,tableros/4x4/Medio_20/instancia_067.txt,Resuelto,20.0,754.0,0.08352804183959961,2.6
4x4,4,Medio (20),20,68,tableros/4x4/Medio_20/instancia_068.txt,Resuelto,20.0,925.0,0.08534836769104004,2.6
4x4,4,Medio (20),20,69,tableros/4x4/Medio_20/instancia_069.txt,Resuelto,20.0,38.0,0.06192898750305176,2.6
4x4,4,Medio (20),20,70,tableros/4x4/Medio_20/instancia_070.txt,Resuelto,20.0,232.0,0.07056069374084473,2.6
4x4,4,Medio (20),20,71,tableros/4x4/Medio_20/instancia_071.txt,Resuelto,20.0,375.0,0.0743098258972168,2.6
4x4,4,Medio (20),20,72,tableros/4x4/Medio_20/instancia_072.txt,Resuelto,18.0,470.0,0.07674336433410645,2.4
4x4,4,Medio (20),20,73,tableros/4x4/Medio_20/instancia_073.txt,Resuelto,20.0,142.0,0.06632709503173828,2.6
4x4,4,Medio (20),20,74,tableros/4x4/Medio_20/instancia_074.txt,Resuelto,20.0,51.0,0.06380844116210938,2.6
4x4,4,Medio (20),20,75,tableros/4x4/Medio_20/instancia_075.txt,Resuelto,20.0,115.0,0.06556224822998047,2.6
4x4,4,Medio (20),20,76,tableros/4x4/Medio_20/instancia_076.txt,Resuelto,20.0,460.0,0.07926297187805176,2.6
4x4,4,Medio (20),20,77,tableros/4x4/Medio_20/instancia_077.txt,Resuelto,16.0,48.0,0.06299304962158203,2.1
4x4,4,Medio (20),20,78,tableros/4x4/Medio_20/instancia_078.txt,Resuelto,20.0,1946.0,0.1210029125213623,2.6
4x4,4,Medio (20),20,79,tableros/4x4/Medio_20/instancia_079.txt,Resuelto,12.0,32.0,0.06822490692138672,1.6
4x4,4,Medio (20),20,80,tableros/4x4/Medio_20/instancia_080.txt,Resuelto,18.0,99.0,0.07555603981018066,2.4
4x4,4,Medio (20),20,81,tableros/4x4/Medio_20/instancia_081.txt,Resuelto,16.0,147.0,0.07535219192504883,2.1
4x4,4,Medio (20),20,82,tableros/4x4/Medio_20/instancia_082.txt,Resuelto,16.0,29.0,0.06607794761657715,2.1
4x4,4,Medio (20),20,83,tableros/4x4/Medio_20/instancia_083.txt,Resuelto,20.0,49.0,0.06332826614379883,2.6
4x4,4,Medio (20),20,84,tableros/4x4/Medio_20/instancia_084.txt,Resuelto,18.0,409.0,0.07317686080932617,2.4
4x4,4,Medio (20),20,85,tableros/4x4/Medio_20/instancia_085.txt,Resuelto,18.0,201.0,0.06729245185852051,2.4
4x4,4,Medio (20),20,86,tableros/4x4/Medio_20/instancia_086.txt,Resuelto,16.0,184.0,0.06711411476135254,2.1
4x4,4,Medio (20),20,87,tableros/4x4/Medio_20/instancia_087.txt,Resuelto,12.0,41.0,0.062319278717041016,1.6
4x4,4,Medio (20),20,88,tableros/4x4/Medio_20/instancia_088.txt,Resuelto,14.0,60.0,0.06170201301574707,1.9
4x4,4,Medio (20),20,89,tableros/4x4/Medio_20/instancia_089.txt,Resuelto,20.0,2223.0,0.12230873107910156,2.6
4x4,4,Medio (20),20,90,tableros/4x4/Medio_20/instancia_090.txt,Resuelto,18.0,97.0,0.06450557708740234,2.4
4x4,4,Medio (20),20,91,tableros/4x4/Medio_20/instancia_091.txt,Resuelto,14.0,26.0,0.06180310249328613,1.9
4x4,4,Medio (20),20,92,tableros/4x4/Medio_20/instancia_092.txt,Resuelto,18.0,297.0,0.07037472724914551,2.4
4x4,4,Medio (20),20,93,tableros/4x4/Medio_20/instancia_093.txt,Resuelto,16.0,259.0,0.07445836067199707,2.1
4x4,4,Medio (20),20,94,tableros/4x4/Medio_20/instancia_094.txt,Resuelto,16.0,98.0,0.06636190414428711,2.1
4x4,4,Medio (20),20,95,tableros/4x4/Medio_20/instancia_095.txt,Resuelto,20.0,102.0,0.06804132461547852,2.6
4x4,4,Medio (20),20,96,tableros/4x4/Medio_20/instancia_096.txt,Resuelto,20.0,177.0,0.06863903999328613,2.6
4x4,4,Medio (20),20,97,tableros/4x4/Medio_20/instancia_097.txt,Resuelto,18.0,148.0,0.06518888473510742,2.4
4x4,4,Medio (20),20,98,tableros/4x4/Medio_20/instancia_098.txt,Resuelto,18.0,235.0,0.06797266006469727,2.4
4x4,4,Medio (20),20,99,tableros/4x4/Medio_20/instancia_099.txt,Resuelto,18.0,173.0,0.06561040878295898,2.4
4x4,4,Medio (20),20,100,tableros/4x4/Medio_20/instancia_100.txt,Resuelto,14.0,280.0,0.07147908210754395,1.9
4x4,4,Dificil (50),50,1,tableros/4x4/Dificil_50/instancia_001.txt,Resuelto,36.0,20218.0,0.5610682964324951,4.6
4x4,4,Dificil (50),50,2,tableros/4x4/Dificil_50/instancia_002.txt,Resuelto,40.0,28150.0,0.6379492282867432,5.1
4x4,4,Dificil (50),50,3,tableros/4x4/Dificil_50/instancia_003.txt,Resuelto,36.0,163752.0,2.0608179569244385,4.6
4x4,4,Dificil (50),50,4,tableros/4x4/Dificil_50/instancia_004.txt,Resuelto,36.0,3151.0,0.05781722068786621,4.6
4x4,4,Dificil (50),50,5,tableros/4x4/Dificil_50/instancia_005.txt,Resuelto,36.0,29319.0,0.3629477024078369,4.6
4x4,4,Dificil (50),50,6,tableros/4x4/Dificil_50/instancia_006.txt,Resuelto,34.0,9194.0,0.13569021224975586,4.4
4x4,4,Dificil (50),50,7,tableros/4x4/Dificil_50/instancia_007.txt,Resuelto,34.0,6195.0,0.10856509208679199,4.4
4x4,4,Dificil (50),50,8,tableros/4x4/Dificil_50/instancia_008.txt,Resuelto,32.0,106277.0,1.3186054229736328,4.1
4x4,4,Dificil (50),50,9,tableros/4x4/Dificil_50/instancia_009.txt,Resuelto,34.0,2532.0,0.05330395698547363,4.4
4x4,4,Dificil (50),50,10,tableros/4x4/Dificil_50/instancia_010.txt,Resuelto,40.0,1260796.0,12.654681205749512,5.1
4x4,4,Dificil (50),50,11,tableros/4x4/Dificil_50/instancia_011.txt,Resuelto,48.0,7240775.0,74.29289054870605,6.1
4x4,4,Dificil (50),50,12,tableros/4x4/Dificil_50/instancia_012.txt,Resuelto,40.0,416990.0,4.174376964569092,5.1
4x4,4,Dificil (50),50,13,tableros/4x4/Dificil_50/instancia_013.txt,Resuelto,36.0,9110.0,0.11702299118041992,4.6
4x4,4,Dificil (50),50,14,tableros/4x4/Dificil_50/instancia_014.txt,Resuelto,38.0,134924.0,1.4832167625427246,4.9
4x4,4,Dificil (50),50,15,tableros/4x4/Dificil_50/instancia_015.txt,Resuelto,34.0,19585.0,0.23891568183898926,4.4
4x4,4,Dificil (50),50,16,tableros/4x4/Dificil_50/instancia_016.txt,Resuelto,40.0,51590.0,0.6252875328063965,5.1
4x4,4,Dificil (50),50,17,tableros/4x4/Dificil_50/instancia_017.txt,Resuelto,28.0,5039.0,0.08929705619812012,3.6
4x4,4,Dificil (50),50,18,tableros/4x4/Dificil_50/instancia_018.txt,Resuelto,30.0,21067.0,0.3109276294708252,3.9
4x4,4,Dificil (50),50,19,tableros/4x4/Dificil_50/instancia_019.txt,Resuelto,32.0,14899.0,0.23169469833374023,4.1
4x4,4,Dificil (50),50,20,tableros/4x4/Dificil_50/instancia_020.txt,Resuelto,38.0,20197.0,0.2888064384460449,4.9
4x4,4,Dificil (50),50,21,tableros/4x4/Dificil_50/instancia_021.txt,Resuelto,32.0,14595.0,0.24358868598937988,4.1
4x4,4,Dificil (50),50,22,tableros/4x4/Dificil_50/instancia_022.txt,Resuelto,28.0,3138.0,0.08374571800231934,3.6
4x4,4,Dificil (50),50,23,tableros/4x4/Dificil_50/instancia_023.txt,Resuelto,38.0,263494.0,2.9220945835113525,4.9
4x4,4,Dificil (50),50,24,tableros/4x4/Dificil_50/instancia_024.txt,Resuelto,38.0,48926.0,0.5590319633483887,4.9
4x4,4,Dificil (50),50,25,tableros/4x4/Dificil_50/instancia_025.txt,Resuelto,34.0,28225.0,0.3517911434173584,4.4
4x4,4,Dificil (50),50,26,tableros/4x4/Dificil_50/instancia_026.txt,Resuelto,42.0,94395.0,1.0294225215911865,5.4
4x4,4,Dificil (50),50,27,tableros/4x4/Dificil_50/instancia_027.txt,Resuelto,28.0,3460.0,0.0657951831817627,3.6
4x4,4,Dificil (50),50,28,tableros/4x4/Dificil_50/instancia_028.txt,Resuelto,38.0,43396.0,0.5352754592895508,4.9
4x4,4,Dificil (50),50,29,tableros/4x4/Dificil_50/instancia_029.txt,Resuelto,36.0,131319.0,1.428562879562378,4.6
4x4,4,Dificil (50),50,30,tableros/4x4/Dificil_50/instancia_030.txt,Resuelto,30.0,454.0,0.03074336051940918,3.9
4x4,4,Dificil (50),50,31,tableros/4x4/Dificil_50/instancia_031.txt,Resuelto,22.0,164.0,0.02875232696533203,2.9
4x4,4,Dificil (50),50,32,tableros/4x4/Dificil_50/instancia_032.txt,Resuelto,30.0,8348.0,0.13840293884277344,3.9
4x4,4,Dificil (50),50,33,tableros/4x4/Dificil_50/instancia_033.txt,Resuelto,36.0,42536.0,0.5973033905029297,4.6
4x4,4,Dificil (50),50,34,tableros/4x4/Dificil_50/instancia_034.txt,Resuelto,36.0,8733.0,0.1424102783203125,4.6
4x4,4,Dificil (50),50,35,tableros/4x4/Dificil_50/instancia_035.txt,Resuelto,32.0,41788.0,0.6013243198394775,4.1
4x4,4,Dificil (50),50,36,tableros/4x4/Dificil_50/instancia_036.txt,Resuelto,38.0,422946.0,4.307767391204834,4.9
4x4,4,Dificil (50),50,37,tableros/4x4/Dificil_50/instancia_037.txt,Resuelto,34.0,2633.0,0.05380725860595703,4.4
4x4,4,Dificil (50),50,38,tableros/4x4/Dificil_50/instancia_038.txt,Resuelto,42.0,21967.0,0.31055736541748047,5.4
4x4,4,Dificil (50),50,39,tableros/4x4/Dificil_50/instancia_039.txt,Resuelto,32.0,2051.0,0.06479597091674805,4.1
4x4,4,Dificil (50),50,40,tableros/4x4/Dificil_50/instancia_040.txt,Resuelto,40.0,390802.0,5.388512134552002,5.1
4x4,4,Dificil (50),50,41,tableros/4x4/Dificil_50/instancia_041.txt,Resuelto,42.0,333360.0,3.368100643157959,5.4
4x4,4,Dificil (50),50,42,tableros/4x4/Dificil_50/instancia_042.txt,Resuelto,28.0,654.0,0.03193092346191406,3.6
4x4,4,Dificil (50),50,43,tableros/4x4/Dificil_50/instancia_043.txt,Resuelto,40.0,960742.0,9.493951082229614,5.1
4x4,4,Dificil (50),50,44,tableros/4x4/Dificil_50/instancia_044.txt,Resuelto,38.0,14058.0,0.17967939376831055,4.9
4x4,4,Dificil (50),50,45,tableros/4x4/Dificil_50/instancia_045.txt,Resuelto,40.0,512412.0,5.01349401473999,5.1
4x4,4,Dificil (50),50,46,tableros/4x4/Dificil_50/instancia_046.txt,Resuelto,28.0,26061.0,0.33928990364074707,3.6
4x4,4,Dificil (50),50,47,tableros/4x4/Dificil_50/instancia_047.txt,Resuelto,32.0,30233.0,0.38866281509399414,4.1
4x4,4,Dificil (50),50,48,tableros/4x4/Dificil_50/instancia_048.txt,Resuelto,42.0,216563.0,2.287170886993408,5.4
4x4,4,Dificil (50),50,49,tableros/4x4/Dificil_50/instancia_049.txt,Resuelto,40.0,262626.0,2.6008262634277344,5.1
4x4,4,Dificil (50),50,50,tableros/4x4/Dificil_50/instancia_050.txt,Resuelto,38.0,297371.0,3.9065017700195312,4.9
4x4,4,Dificil (50),50,51,tableros/4x4/Dificil_50/instancia_051.txt,Resuelto,32.0,12403.0,0.19468045234680176,4.1
4x4,4,Dificil (50),50,52,tableros/4x4/Dificil_50/instancia_052.txt,Resuelto,28.0,9638.0,0.20996451377868652,3.6
4x4,4,Dificil (50),50,53,tableros/4x4/Dificil_50/instancia_053.txt,Resuelto,42.0,182166.0,2.3533854484558105,5.4
4x4,4,Dificil (50),50,54,tableros/4x4/Dificil_50/instancia_054.txt,Resuelto,36.0,4023.0,0.0714726448059082,4.6
4x4,4,Dificil (50),50,55,tableros/4x4/Dificil_50/instancia_055.txt,Resuelto,38.0,5520.0,0.09443497657775879,4.9
4x4,4,Dificil (50),50,56,tableros/4x4/Dificil_50/instancia_056.txt,Resuelto,22.0,39.0,0.03302192687988281,2.9
4x4,4,Dificil (50),50,57,tableros/4x4/Dificil_50/instancia_057.txt,Resuelto,34.0,13714.0,0.22605657577514648,4.4
4x4,4,Dificil (50),50,58,tableros/4x4/Dificil_50/instancia_058.txt,Resuelto,34.0,258437.0,2.907627820968628,4.4
4x4,4,Dificil (50),50,59,tableros/4x4/Dificil_50/instancia_059.txt,Resuelto,38.0,167893.0,1.7658681869506836,4.9
4x4,4,Dificil (50),50,60,tableros/4x4/Dificil_50/instancia_060.txt,Resuelto,34.0,30673.0,0.35697150230407715,4.4
4x4,4,Dificil (50),50,61,tableros/4x4/Dificil_50/instancia_061.txt,Resuelto,36.0,6441.0,0.0986928939819336,4.6
4x4,4,Dificil (50),50,62,tableros/4x4/Dificil_50/instancia_062.txt,Resuelto,28.0,6408.0,0.11285829544067383,3.6
4x4,4,Dificil (50),50,63,tableros/4x4/Dificil_50/instancia_063.txt,Resuelto,34.0,3196.0,0.07436490058898926,4.4
4x4,4,Dificil (50),50,64,tableros/4x4/Dificil_50/instancia_064.txt,Resuelto,40.0,230104.0,2.460270643234253,5.1
4x4,4,Dificil (50),50,65,tableros/4x4/Dificil_50/instancia_065.txt,Resuelto,38.0,41678.0,0.4721548557281494,4.9
4x4,4,Dificil (50),50,66,tableros/4x4/Dificil_50/instancia_066.txt,Resuelto,36.0,12851.0,0.17249298095703125,4.6
4x4,4,Dificil (50),50,67,tableros/4x4/Dificil_50/instancia_067.txt,Resuelto,40.0,6858.0,0.11312055587768555,5.1
4x4,4,Dificil (50),50,68,tableros/4x4/Dificil_50/instancia_068.txt,Resuelto,32.0,48211.0,0.6854104995727539,4.1
4x4,4,Dificil (50),50,69,tableros/4x4/Dificil_50/instancia_069.txt,Resuelto,38.0,60646.0,0.7229197025299072,4.9
4x4,4,Dificil (50),50,70,tableros/4x4/Dificil_50/instancia_070.txt,Resuelto,30.0,18756.0,0.2589142322540283,3.9
4x4,4,Dificil (50),50,71,tableros/4x4/Dificil_50/instancia_071.txt,Resuelto,28.0,1613.0,0.04912400245666504,3.6
4x4,4,Dificil (50),50,72,tableros/4x4/Dificil_50/instancia_072.txt,Resuelto,40.0,457704.0,4.613179683685303,5.1
4x4,4,Dificil (50),50,73,tableros/4x4/Dificil_50/instancia_073.txt,Resuelto,36.0,30473.0,0.36600756645202637,4.6
4x4,4,Dificil (50),50,74,tableros/4x4/Dificil_50/instancia_074.txt,Resuelto,40.0,1363144.0,14.56739616394043,5.1
4x4,4,Dificil (50),50,75,tableros/4x4/Dificil_50/instancia_075.txt,Resuelto,30.0,2713.0,0.055589914321899414,3.9
4x4,4,Dificil (50),50,76,tableros/4x4/Dificil_50/instancia_076.txt,Resuelto,32.0,108233.0,1.3313548564910889,4.1
4x4,4,Dificil (50),50,77,tableros/4x4/Dificil_50/instancia_077.txt,Resuelto,36.0,35794.0,0.437471866607666,4.6
4x4,4,Dificil (50),50,78,tableros/4x4/Dificil_50/instancia_078.txt,Resuelto,38.0,53999.0,0.6655857563018799,4.9
4x4,4,Dificil (50),50,79,tableros/4x4/Dificil_50/instancia_079.txt,Resuelto,34.0,3466.0,0.06606435775756836,4.4
4x4,4,Dificil (50),50,80,tableros/4x4/Dificil_50/instancia_080.txt,Resuelto,30.0,5953.0,0.10745835304260254,3.9
4x4,4,Dificil (50),50,81,tableros/4x4/Dificil_50/instancia_081.txt,Resuelto,42.0,68024.0,0.8251917362213135,5.4
4x4,4,Dificil (50),50,82,tableros/4x4/Dificil_50/instancia_082.txt,Resuelto,36.0,76462.0,0.8835325241088867,4.6
4x4,4,Dificil (50),50,83,tableros/4x4/Dificil_50/instancia_083.txt,Resuelto,32.0,9722.0,0.1418743133544922,4.1
4x4,4,Dificil (50),50,84,tableros/4x4/Dificil_50/instancia_084.txt,Resuelto,44.0,249033.0,2.5018904209136963,5.6
4x4,4,Dificil (50),50,85,tableros/4x4/Dificil_50/instancia_085.txt,Resuelto,24.0,122.0,0.026263713836669922,3.1
4x4,4,Dificil (50),50,86,tableros/4x4/Dificil_50/instancia_086.txt,Resuelto,40.0,59357.0,0.6752603054046631,5.1
4x4,4,Dificil (50),50,87,tableros/4x4/Dificil_50/instancia_087.txt,Resuelto,30.0,8013.0,0.11976265907287598,3.9
4x4,4,Dificil (50),50,88,tableros/4x4/Dificil_50/instancia_088.txt,Resuelto,32.0,98.0,0.0318453311920166,4.1
4x4,4,Dificil (50),50,89,tableros/4x4/Dificil_50/instancia_089.txt,Resuelto,34.0,2153.0,0.059859514236450195,4.4
4x4,4,Dificil (50),50,90,tableros/4x4/Dificil_50/instancia_090.txt,Resuelto,38.0,295825.0,3.2357752323150635,4.9
4x4,4,Dificil (50),50,91,tableros/4x4/Dificil_50/instancia_091.txt,Resuelto,30.0,14173.0,0.1876208782196045,3.9
4x4,4,Dificil (50),50,92,tableros/4x4/Dificil_50/instancia_092.txt,Resuelto,36.0,26074.0,0.3557302951812744,4.6
4x4,4,Dificil (50),50,93,tableros/4x4/Dificil_50/instancia_093.txt,Resuelto,36.0,22296.0,0.31248044967651367,4.6
4x4,4,Dificil (50),50,94,tableros/4x4/Dificil_50/instancia_094.txt,Resuelto,32.0,3928.0,0.08271908760070801,4.1
4x4,4,Dificil (50),50,95,tableros/4x4/Dificil_50/instancia_095.txt,Resuelto,34.0,12193.0,0.20793986320495605,4.4
4x4,4,Dificil (50),50,96,tableros/4x4/Dificil_50/instancia_096.txt,Resuelto,38.0,144630.0,1.7015066146850586,4.9
4x4,4,Dificil (50),50,97,tableros/4x4/Dificil_50/instancia_097.txt,Resuelto,36.0,33816.0,0.388538122177124,4.6
4x4,4,Dificil (50),50,98,tableros/4x4/Dificil_50/instancia_098.txt,Resuelto,40.0,1159946.0,12.02934193611145,5.1
4x4,4,Dificil (50),50,99,tableros/4x4/Dificil_50/instancia_099.txt,Resuelto,32.0,4428.0,0.08769488334655762,4.1
4x4,4,Dificil (50),50,100,tableros/4x4/Dificil_50/instancia_100.txt,Resuelto,30.0,1390.0,0.05423474311828613,3.9
5x5,5,Facil (10),10,1,tableros/5x5/Facil_10/instancia_001.txt,Resuelto,10.0,17.0,0.037970781326293945,2.1
5x5,5,Facil (10),10,2,tableros/5x5/Facil_10/instancia_002.txt,Resuelto,10.0,16.0,0.039473533630371094,2.1
5x5,5,Facil (10),10,3,tableros/5x5/Facil_10/instancia_003.txt,Resuelto,10.0,21.0,0.0442965030670166,2.1
5x5,5,Facil (10),10,4,tableros/5x5/Facil_10/instancia_004.txt,Resuelto,10.0,20.0,0.04555082321166992,2.1
5x5,5,Facil (10),10,5,tableros/5x5/Facil_10/instancia_005.txt,Resuelto,10.0,17.0,0.04636669158935547,2.1
5x5,5,Facil (10),10,6,tableros/5x5/Facil_10/instancia_006.txt,Resuelto,10.0,23.0,0.047760009765625,2.1
5x5,5,Facil (10),10,7,tableros/5x5/Facil_10/instancia_007.txt,Resuelto,10.0,26.0,0.048509836196899414,2.1
5x5,5,Facil (10),10,8,tableros/5x5/Facil_10/instancia_008.txt,Resuelto,6.0,14.0,0.06719803810119629,1.4
5x5,5,Facil (10),10,9,tableros/5x5/Facil_10/instancia_009.txt,Resuelto,10.0,43.0,0.053581953048706055,2.1
5x5,5,Facil (10),10,10,tableros/5x5/Facil_10/instancia_010.txt,Resuelto,10.0,19.0,0.05752873420715332,2.1
5x5,5,Facil (10),10,11,tableros/5x5/Facil_10/instancia_011.txt,Resuelto,10.0,17.0,0.05583953857421875,2.1
5x5,5,Facil (10),10,12,tableros/5x5/Facil_10/instancia_012.txt,Resuelto,10.0,19.0,0.0584559440612793,2.1
5x5,5,Facil (10),10,13,tableros/5x5/Facil_10/instancia_013.txt,Resuelto,10.0,18.0,0.0598912239074707,2.1
5x5,5,Facil (10),10,14,tableros/5x5/Facil_10/instancia_014.txt,Resuelto,10.0,20.0,0.062491416931152344,2.1
5x5,5,Facil (10),10,15,tableros/5x5/Facil_10/instancia_015.txt,Resuelto,10.0,20.0,0.06119990348815918,2.1
5x5,5,Facil (10),10,16,tableros/5x5/Facil_10/instancia_016.txt,Resuelto,10.0,27.0,0.06265401840209961,2.1
5x5,5,Facil (10),10,17,tableros/5x5/Facil_10/instancia_017.txt,Resuelto,10.0,18.0,0.07300090789794922,2.1
5x5,5,Facil (10),10,18,tableros/5x5/Facil_10/instancia_018.txt,Resuelto,10.0,17.0,0.061524391174316406,2.1
5x5,5,Facil (10),10,19,tableros/5x5/Facil_10/instancia_019.txt,Resuelto,10.0,23.0,0.06279206275939941,2.1
5x5,5,Facil (10),10,20,tableros/5x5/Facil_10/instancia_020.txt,Resuelto,6.0,12.0,0.06305742263793945,1.4
5x5,5,Facil (10),10,21,tableros/5x5/Facil_10/instancia_021.txt,Resuelto,10.0,20.0,0.06292200088500977,2.1
5x5,5,Facil (10),10,22,tableros/5x5/Facil_10/instancia_022.txt,Resuelto,10.0,18.0,0.06660604476928711,2.1
5x5,5,Facil (10),10,23,tableros/5x5/Facil_10/instancia_023.txt,Resuelto,10.0,20.0,0.0671083927154541,2.1
5x5,5,Facil (10),10,24,tableros/5x5/Facil_10/instancia_024.txt,Resuelto,10.0,28.0,0.07221412658691406,2.1
5x5,5,Facil (10),10,25,tableros/5x5/Facil_10/instancia_025.txt,Resuelto,10.0,20.0,0.07135939598083496,2.1
5x5,5,Facil (10),10,26,tableros/5x5/Facil_10/instancia_026.txt,Resuelto,10.0,21.0,0.06992697715759277,2.1
5x5,5,Facil (10),10,27,tableros/5x5/Facil_10/instancia_027.txt,Resuelto,10.0,74.0,0.06347441673278809,2.1
5x5,5,Facil (10),10,28,tableros/5x5/Facil_10/instancia_028.txt,Resuelto,10.0,17.0,0.061666011810302734,2.1
5x5,5,Facil (10),10,29,tableros/5x5/Facil_10/instancia_029.txt,Resuelto,10.0,32.0,0.1152803897857666,2.1
5x5,5,Facil (10),10,30,tableros/5x5/Facil_10/instancia_030.txt,Resuelto,10.0,20.0,0.07511281967163086,2.1
5x5,5,Facil (10),10,31,tableros/5x5/Facil_10/instancia_031.txt,Resuelto,10.0,15.0,0.0681450366973877,2.1
5x5,5,Facil (10),10,32,tableros/5x5/Facil_10/instancia_032.txt,Resuelto,10.0,28.0,0.0687401294708252,2.1
5x5,5,Facil (10),10,33,tableros/5x5/Facil_10/instancia_033.txt,Resuelto,10.0,80.0,0.07197690010070801,2.1
5x5,5,Facil (10),10,34,tableros/5x5/Facil_10/instancia_034.txt,Resuelto,10.0,20.0,0.06545257568359375,2.1
